Name,alpha,delta,e_eps,model,pick_neighbor,test/acc,dataset,Unnamed: 0
bbd72565-e4e4-11ed-9aa9-54b2031aaeeb,0.25,1.0,0.1,gat,top,90.79743681025276,facebook,
a603d0ce-e4e4-11ed-9aa9-54b2031aaeeb,0.5,0.0,inf,gcn,top,,facebook,
40540cd3-e4e1-11ed-9aa9-54b2031aaeeb,0.5,1.0,0.1,gcn,top,91.8066927732289,facebook,
f4f54c71-e4dc-11ed-9aa9-54b2031aaeeb,1.0,0.0,2.0,gat,top,90.8490566037736,facebook,
592a1ed1-e4d9-11ed-9aa9-54b2031aaeeb,0.25,0.5,2.0,sage,top,91.76397294410825,facebook,
02b140cd-e4d6-11ed-9aa9-54b2031aaeeb,0.5,1.0,1.0,gat,top,90.77607689569244,facebook,
ef2b730f-e4d5-11ed-9aa9-54b2031aaeeb,0.75,0.5,inf,sage,top,91.78355286578854,facebook,
77402f0b-e4d2-11ed-9aa9-54b2031aaeeb,1.0,0.1,1.0,sage,top,91.77821288714844,facebook,
65086907-e4d2-11ed-9aa9-54b2031aaeeb,0.5,0.1,inf,gat,top,90.8810964756141,facebook,
bede5bde-e4cd-11ed-9aa9-54b2031aaeeb,0.25,0.0,1.0,sage,top,90.7618369526522,facebook,
474e0345-e4c9-11ed-9aa9-54b2031aaeeb,0.25,0.1,8.0,sage,top,91.86187255250978,facebook,
a64f9564-e4c5-11ed-9aa9-54b2031aaeeb,0.25,0.5,2.0,gat,top,91.02171591313636,facebook,
4a6ac003-e4c2-11ed-9aa9-54b2031aaeeb,1.0,1.0,2.0,gcn,top,91.8066927732289,facebook,
d4dcc7d0-e4be-11ed-9aa9-54b2031aaeeb,0.75,0.5,1.0,gcn,top,91.89213243147027,facebook,
4b825232-e4ba-11ed-9aa9-54b2031aaeeb,0.5,0.0,2.0,sage,top,91.50765396938414,facebook,
da25a7a3-e4b6-11ed-9aa9-54b2031aaeeb,0.5,0.5,0.1,gat,top,90.92915628337488,facebook,
59f95611-e4b3-11ed-9aa9-54b2031aaeeb,1.0,0.1,1.0,gat,top,91.12673549305802,facebook,
024305f5-e4af-11ed-9aa9-54b2031aaeeb,0.5,0.1,1.0,gat,top,90.67817728729084,facebook,
ec94e01f-e4ae-11ed-9aa9-54b2031aaeeb,1.0,1.0,inf,gcn,top,91.8066927732289,facebook,
2d0db28d-e4ab-11ed-9aa9-54b2031aaeeb,0.0,0.5,2.0,gcn,top,91.85297258810964,facebook,
63a0c4b2-e4a7-11ed-9aa9-54b2031aaeeb,0.5,0.25,2.0,gcn,top,91.79423282306873,facebook,
e4a3581c-e4a3-11ed-9aa9-54b2031aaeeb,0.75,0.5,0.1,sage,top,91.77287290850836,facebook,
6517a52e-e4a0-11ed-9aa9-54b2031aaeeb,0.75,0.25,1.0,gcn,top,91.89213243147027,facebook,
540fe532-e4a0-11ed-9aa9-54b2031aaeeb,1.0,1.0,inf,gat,top,90.79565681737272,facebook,
da2c6040-e49b-11ed-9aa9-54b2031aaeeb,0.25,0.1,2.0,gcn,top,91.59309362762548,facebook,
7ac5b7b6-e498-11ed-9aa9-54b2031aaeeb,1.0,1.0,8.0,sage,top,91.78355286578854,facebook,
08e355ae-e495-11ed-9aa9-54b2031aaeeb,1.0,0.1,8.0,sage,top,91.80313278746884,facebook,
ab4e1217-e491-11ed-9aa9-54b2031aaeeb,0.5,0.5,2.0,gat,top,91.16589533641866,facebook,
958c03b0-e491-11ed-9aa9-54b2031aaeeb,0.5,0.25,inf,gcn,top,,facebook,
e7171aba-e48c-11ed-9aa9-54b2031aaeeb,0.75,0.0,2.0,gat,top,90.82057671769311,facebook,
8b762963-e489-11ed-9aa9-54b2031aaeeb,0.0,1.0,8.0,sage,top,91.78355286578854,facebook,
1aedb69c-e485-11ed-9aa9-54b2031aaeeb,0.25,0.1,8.0,gat,top,90.86863652545392,facebook,
05159f4c-e485-11ed-9aa9-54b2031aaeeb,0.0,0.25,inf,gcn,top,91.8066927732289,facebook,
a653268e-e481-11ed-9aa9-54b2031aaeeb,0.25,1.0,8.0,sage,top,91.78355286578854,facebook,
536dc2d2-e47d-11ed-9aa9-54b2031aaeeb,0.5,0.1,8.0,sage,top,91.8262726949092,facebook,
b2c4848a-e478-11ed-9aa9-54b2031aaeeb,0.75,0.0,0.1,gcn,top,88.68992524029905,facebook,
65572aa8-e475-11ed-9aa9-54b2031aaeeb,0.5,1.0,2.0,sage,top,91.78355286578854,facebook,
e318fb98-e470-11ed-9aa9-54b2031aaeeb,0.75,0.0,8.0,sage,top,91.8316126735493,facebook,
73d1cacc-e46c-11ed-9aa9-54b2031aaeeb,0.0,0.25,1.0,gcn,top,91.3634745461018,facebook,
146eb9bd-e469-11ed-9aa9-54b2031aaeeb,1.0,0.5,8.0,gat,top,91.18013527945888,facebook,
02c9e897-e469-11ed-9aa9-54b2031aaeeb,0.0,0.25,inf,gat,top,90.8437166251335,facebook,
d50e7f20-e464-11ed-9aa9-54b2031aaeeb,1.0,0.0,8.0,gcn,top,91.9437522249911,facebook,
5641eab2-e460-11ed-9aa9-54b2031aaeeb,0.0,0.1,2.0,gat,top,90.70843716625134,facebook,
cbf18eba-e45c-11ed-9aa9-54b2031aaeeb,0.25,0.5,1.0,sage,top,91.75151299394804,facebook,
5cf3b1c5-e459-11ed-9aa9-54b2031aaeeb,0.0,1.0,0.1,gcn,top,91.8066927732289,facebook,
5428050f-e455-11ed-9aa9-54b2031aaeeb,0.75,0.1,8.0,sage,top,91.8244927020292,facebook,
bed2db28-e450-11ed-9aa9-54b2031aaeeb,0.0,0.0,8.0,gat,top,91.05731577073692,facebook,
a84b8ad9-e450-11ed-9aa9-54b2031aaeeb,0.25,0.0,inf,gcn,top,,facebook,
93b6783b-e450-11ed-9aa9-54b2031aaeeb,0.0,1.0,inf,sage,top,91.78355286578854,facebook,
7ec6f792-e450-11ed-9aa9-54b2031aaeeb,1.0,0.25,inf,sage,top,91.78355286578854,facebook,
9898be26-e44c-11ed-9aa9-54b2031aaeeb,0.5,0.25,2.0,gat,top,90.9932360270559,facebook,
03816a3b-e449-11ed-9aa9-54b2031aaeeb,0.25,0.5,0.1,sage,top,91.71057315770736,facebook,
f2898861-e448-11ed-9aa9-54b2031aaeeb,0.5,1.0,inf,gat,top,91.0056959772161,facebook,
66b98b55-e444-11ed-9aa9-54b2031aaeeb,0.75,0.0,0.1,gat,top,87.70202919188323,facebook,
4f2ed779-e444-11ed-9aa9-54b2031aaeeb,0.0,0.0,inf,sage,top,91.78355286578854,facebook,
3d0923e2-e444-11ed-9aa9-54b2031aaeeb,0.5,0.25,inf,gat,top,90.92203631185475,facebook,
2c00bb2c-e444-11ed-9aa9-54b2031aaeeb,0.5,0.0,inf,gat,top,90.94695621217517,facebook,
cd6b577c-e43f-11ed-9aa9-54b2031aaeeb,0.0,0.25,1.0,sage,top,91.29939480242078,facebook,
b7767e4f-e43f-11ed-9aa9-54b2031aaeeb,0.0,0.0,inf,gcn,top,91.8066927732289,facebook,
71b7fcd6-e43c-11ed-9aa9-54b2031aaeeb,0.5,0.5,8.0,gcn,top,91.87077251690992,facebook,
f7cbd301-e437-11ed-9aa9-54b2031aaeeb,0.25,0.0,2.0,sage,top,91.44713421146317,facebook,
93a524ba-e434-11ed-9aa9-54b2031aaeeb,1.0,0.1,2.0,sage,top,91.78355286578856,facebook,
34dee559-e431-11ed-9aa9-54b2031aaeeb,1.0,0.1,2.0,gcn,top,91.86187255250978,facebook,
c4b1b9b7-e42d-11ed-9aa9-54b2031aaeeb,0.25,0.5,2.0,gcn,top,91.8814524741901,facebook,
7ee474d6-e42a-11ed-9aa9-54b2031aaeeb,0.5,0.5,0.1,sage,top,91.86543253826984,facebook,
c2326f84-e429-11ed-9aa9-54b2031aaeeb,0.5,0.5,0.1,sage,top,,facebook,
tusken-ewok-375,0.75,0.1,inf,sage,top,85.2851496329757,lastfm,
old-republic-374,0.0,0.5,0.1,sage,top,84.63015245623941,lastfm,
rogue-podracer-373,0.75,0.1,8.0,sage,top,85.38114059853191,lastfm,
tusken-speeder-372,0.5,0.0,1.0,sage,top,83.4952004517222,lastfm,
rogue-speeder-371,0.0,0.25,1.0,sage,top,84.25183512140035,lastfm,
grievous-pilot-370,0.75,1.0,0.1,sage,top,85.2851496329757,lastfm,
mythical-admiral-369,0.75,0.1,1.0,gat,top,80.77357425183513,lastfm,
grievous-astromech-368,0.5,0.0,inf,gcn,top,86.54432523997741,lastfm,
rebel-wookie-367,0.5,1.0,inf,sage,top,85.2851496329757,lastfm,
legendary-fighter-366,0.5,1.0,inf,gcn,top,86.54432523997741,lastfm,
mythical-wars-365,0.75,1.0,0.1,gcn,top,86.54432523997741,lastfm,
stellar-carrier-364,0.0,0.0,8.0,gcn,top,86.07566346696781,lastfm,
scruffy-looking-wars-363,0.5,0.25,0.1,gcn,top,86.39186900056465,lastfm,
clone-commander-362,1.0,0.0,1.0,gcn,top,85.69734613212876,lastfm,
holographic-carrier-361,1.0,0.25,1.0,gcn,top,86.53867871259175,lastfm,
galactic-admiral-360,0.75,0.1,1.0,sage,top,85.61264822134387,lastfm,
mythical-womprat-359,1.0,1.0,8.0,gat,top,85.22303783173348,lastfm,
ancient-womprat-358,0.5,0.1,inf,gcn,top,86.54432523997741,lastfm,
hokey-shuttle-357,1.0,0.5,2.0,sage,top,85.1270468661773,lastfm,
clone-carrier-356,0.0,0.25,2.0,sage,top,84.96329757199324,lastfm,
scruffy-looking-master-355,0.25,1.0,0.1,sage,top,85.2851496329757,lastfm,
mythical-midichlorian-354,0.25,1.0,1.0,gcn,top,86.54432523997741,lastfm,
forgotten-bantha-353,0.25,0.1,inf,gat,top,85.41501976284584,lastfm,
forgotten-transport-352,0.25,0.5,8.0,gcn,top,86.44268774703558,lastfm,
forgotten-cantina-351,0.75,0.1,inf,gcn,top,86.54432523997741,lastfm,
stellar-emperor-350,0.0,1.0,8.0,sage,top,85.2851496329757,lastfm,
star-xwing-349,0.0,1.0,inf,gcn,top,86.54432523997741,lastfm,
legendary-shuttle-348,0.75,0.5,0.1,gcn,top,86.49915302089215,lastfm,
scruffy-looking-carrier-347,0.75,0.5,inf,gat,top,85.07058159232074,lastfm,
tusken-wookie-346,0.0,1.0,1.0,gcn,top,86.54432523997741,lastfm,
rebel-senate-345,0.0,0.25,0.1,gat,top,82.74421230942971,lastfm,
galactic-astromech-344,0.0,0.25,inf,sage,top,85.2851496329757,lastfm,
stellar-destroyer-343,0.25,0.5,inf,gcn,top,86.54432523997741,lastfm,
rebel-senate-342,0.75,1.0,2.0,sage,top,85.2851496329757,lastfm,
rebel-force-341,0.5,0.0,inf,sage,top,85.2851496329757,lastfm,
rebel-council-340,0.0,1.0,2.0,gcn,top,86.54432523997741,lastfm,
carbonite-fighter-339,1.0,0.1,inf,sage,top,85.2851496329757,lastfm,
rogue-podracer-338,1.0,0.0,0.1,sage,top,82.97007340485601,lastfm,
sith-shuttle-337,0.25,0.1,8.0,sage,top,85.5561829474873,lastfm,
holographic-commander-336,0.25,0.5,1.0,gat,top,84.18407679277244,lastfm,
hokey-podracer-335,0.5,1.0,8.0,sage,top,85.2851496329757,lastfm,
old-admiral-334,0.25,0.0,2.0,gat,top,83.51214003387915,lastfm,
stellar-nexu-333,1.0,0.25,2.0,gat,top,84.06549971767365,lastfm,
elegant-nexu-332,0.0,0.0,0.1,gcn,top,83.30886504799548,lastfm,
rebel-fighter-331,0.25,0.25,1.0,gcn,top,86.14906832298136,lastfm,
hokey-parsec-330,0.0,0.1,0.1,gcn,top,84.82778091473743,lastfm,
grievous-bantha-329,0.5,0.5,0.1,sage,top,85.25691699604742,lastfm,
elegant-fighter-328,0.25,1.0,2.0,gcn,top,86.54432523997741,lastfm,
sith-wookie-327,0.5,0.0,inf,gat,top,84.35347261434218,lastfm,
jedi-master-326,0.75,0.0,2.0,gat,top,80.24844720496894,lastfm,
dark-midichlorian-325,1.0,0.1,0.1,gcn,top,86.51609260304913,lastfm,
sith-parsec-324,0.75,0.5,0.1,gat,top,81.90287972896668,lastfm,
old-admiral-323,0.75,0.0,1.0,gcn,top,85.1665725578769,lastfm,
star-transport-322,0.75,0.5,1.0,gcn,top,86.56691134952004,lastfm,
dark-bantha-321,0.25,0.0,8.0,sage,top,84.89553924336533,lastfm,
mythical-trooper-320,1.0,0.1,inf,gcn,top,86.54432523997741,lastfm,
rogue-cruiser-319,0.0,1.0,0.1,gat,top,84.65273856578203,lastfm,
dark-podracer-318,0.75,0.0,8.0,gcn,top,86.39186900056465,lastfm,
mythical-nexu-317,0.5,0.0,2.0,gcn,top,86.18294748729531,lastfm,
elegant-council-316,0.5,0.25,2.0,gat,top,83.88481084133258,lastfm,
mythical-tie-fighter-315,0.0,0.25,inf,gat,top,83.98644833427441,lastfm,
light-tie-fighter-314,1.0,1.0,inf,gcn,top,86.54432523997741,lastfm,
carbonite-jawa-313,0.5,0.5,1.0,gat,top,83.22981366459628,lastfm,
star-senate-312,0.25,0.25,inf,gcn,top,86.54432523997741,lastfm,
scruffy-looking-senate-311,0.25,1.0,inf,gat,top,84.81648785996612,lastfm,
forgotten-pilot-310,0.0,0.1,1.0,gat,top,82.51270468661774,lastfm,
elegant-bantha-309,0.75,1.0,0.1,gat,top,84.00903444381706,lastfm,
hokey-senate-308,0.75,1.0,2.0,gat,top,82.98701298701299,lastfm,
old-republic-307,1.0,0.25,inf,gcn,top,86.54432523997741,lastfm,
galactic-fighter-306,0.75,0.0,inf,gcn,top,86.54432523997741,lastfm,
tusken-senate-305,0.0,0.5,8.0,gcn,top,86.61773009599096,lastfm,
dark-force-304,0.75,1.0,8.0,gcn,top,86.54432523997741,lastfm,
forgotten-speeder-303,0.5,0.1,0.1,gat,top,82.23602484472049,lastfm,
tusken-council-302,0.5,0.25,8.0,gat,top,84.15584415584415,lastfm,
legendary-carrier-301,0.0,0.25,8.0,gcn,top,86.66854884246187,lastfm,
scruffy-looking-council-300,0.25,0.25,0.1,gcn,top,86.29587803500847,lastfm,
elegant-force-299,1.0,0.5,inf,sage,top,85.2851496329757,lastfm,
star-master-298,0.75,0.0,0.1,gat,top,77.90513833992095,lastfm,
rebel-council-297,0.75,1.0,1.0,gat,top,84.686617730096,lastfm,
grievous-parsec-296,0.75,0.5,1.0,gat,top,83.56295878035007,lastfm,
rogue-federation-295,0.5,0.5,8.0,sage,top,85.1383399209486,lastfm,
elegant-lightsaber-294,0.25,0.25,1.0,sage,top,84.70355731225297,lastfm,
legendary-tauntaun-293,0.75,0.0,0.1,gcn,top,83.06041784302654,lastfm,
carbonite-podracer-292,0.0,0.1,2.0,gat,top,82.52964426877472,lastfm,
imperial-rancor-291,0.25,0.1,inf,gcn,top,86.54432523997741,lastfm,
galactic-xwing-290,0.25,0.5,0.1,gat,top,83.99209486166009,lastfm,
civilized-wars-289,0.5,0.5,inf,gat,top,83.4669678147939,lastfm,
stellar-nexu-288,1.0,0.1,8.0,sage,top,85.1383399209486,lastfm,
clone-cantina-287,0.5,0.0,2.0,sage,top,85.30773574251836,lastfm,
holographic-emperor-286,0.0,0.0,2.0,gat,top,82.87408243929983,lastfm,
dark-federation-285,0.75,0.1,2.0,gat,top,83.48955392433652,lastfm,
rebel-cruiser-284,0.5,0.0,1.0,gcn,top,85.30773574251836,lastfm,
tusken-cantina-283,1.0,0.1,8.0,gat,top,83.48955392433655,lastfm,
mythical-wars-282,0.25,0.25,2.0,gcn,top,86.56126482213438,lastfm,
sith-emperor-281,0.5,1.0,0.1,gat,top,84.686617730096,lastfm,
ancient-tauntaun-280,1.0,1.0,inf,gat,top,83.94127611518915,lastfm,
hokey-tie-fighter-279,0.0,0.5,0.1,gcn,top,86.52738565782043,lastfm,
carbonite-womprat-278,1.0,1.0,1.0,gat,top,84.92941840767926,lastfm,
mythical-fleet-277,1.0,0.25,0.1,gat,top,83.91869000564654,lastfm,
carbonite-bothan-276,0.25,0.0,0.1,sage,top,81.61490683229815,lastfm,
clone-astromech-275,0.0,1.0,0.1,gcn,top,86.54432523997741,lastfm,
scruffy-looking-droid-274,0.0,0.5,2.0,gat,top,83.86222473178995,lastfm,
clone-lightsaber-273,0.25,1.0,8.0,sage,top,85.2851496329757,lastfm,
rogue-trooper-272,1.0,0.0,inf,gcn,top,86.54432523997741,lastfm,
carbonite-parsec-271,0.25,0.0,0.1,gat,top,78.78599661208358,lastfm,
dark-wookie-270,1.0,0.1,inf,gat,top,84.35911914172785,lastfm,
rebel-tie-fighter-269,0.0,0.0,1.0,gcn,top,84.93506493506494,lastfm,
tusken-ewok-268,0.25,0.0,0.1,gcn,top,83.35403726708076,lastfm,
mythical-transport-267,0.5,0.25,1.0,sage,top,85.48277809147375,lastfm,
forgotten-nexu-266,0.5,1.0,8.0,gcn,top,86.54432523997741,lastfm,
light-emperor-265,0.75,0.0,8.0,sage,top,85.49971767363071,lastfm,
mythical-council-264,0.25,0.25,0.1,sage,top,83.72670807453416,lastfm,
sith-ewok-263,1.0,1.0,2.0,sage,top,85.2851496329757,lastfm,
rebel-force-262,1.0,1.0,2.0,gcn,top,86.54432523997741,lastfm,
jedi-bothan-261,0.0,0.25,8.0,sage,top,85.14398644833427,lastfm,
clone-jawa-260,0.5,0.1,8.0,sage,top,85.25127046866177,lastfm,
old-lightsaber-259,0.0,0.1,2.0,sage,top,84.86730660643705,lastfm,
galactic-astromech-258,0.5,0.1,8.0,gat,top,84.86730660643704,lastfm,
jedi-destroyer-257,0.5,0.25,2.0,gcn,top,86.45962732919256,lastfm,
elegant-tauntaun-256,0.75,0.25,2.0,sage,top,85.21739130434781,lastfm,
civilized-fighter-255,1.0,0.1,1.0,gat,top,82.8119706380576,lastfm,
old-master-254,0.5,0.0,0.1,gat,top,77.65104460756633,lastfm,
holographic-xwing-253,0.75,0.5,0.1,sage,top,85.25691699604742,lastfm,
old-fleet-252,0.75,0.5,inf,sage,top,85.2851496329757,lastfm,
sith-astromech-251,0.5,0.25,0.1,gat,top,83.94127611518917,lastfm,
mythical-force-250,0.0,0.5,2.0,gcn,top,86.66854884246187,lastfm,
rebel-council-249,0.75,1.0,8.0,sage,top,85.2851496329757,lastfm,
galactic-commander-248,0.0,0.0,0.1,sage,top,82.55787690570301,lastfm,
scruffy-looking-wookie-247,0.0,0.1,8.0,gcn,top,86.583850931677,lastfm,
hokey-lightsaber-246,0.25,0.1,inf,sage,top,85.2851496329757,lastfm,
light-lightsaber-245,0.25,0.0,2.0,gcn,top,86.14342179559569,lastfm,
scruffy-looking-wars-244,1.0,0.5,1.0,sage,top,85.22303783173348,lastfm,
forgotten-lightsaber-243,0.5,0.25,8.0,sage,top,85.60700169395821,lastfm,
carbonite-bothan-242,1.0,0.25,0.1,sage,top,85.35855448898927,lastfm,
clone-cantina-241,0.75,0.5,inf,gcn,top,86.54432523997741,lastfm,
carbonite-xwing-240,0.25,0.0,1.0,gcn,top,85.26821005081874,lastfm,
old-xwing-239,1.0,0.0,inf,gat,top,83.86222473178995,lastfm,
imperial-bantha-238,0.5,0.1,2.0,gat,top,85.13833992094862,lastfm,
civilized-tauntaun-237,0.25,1.0,1.0,sage,top,85.2851496329757,lastfm,
legendary-lightsaber-236,0.75,0.5,2.0,gcn,top,86.47656691134952,lastfm,
hokey-force-235,1.0,0.1,8.0,gcn,top,86.51044607566345,lastfm,
sith-jawa-234,1.0,1.0,0.1,gcn,top,86.54432523997741,lastfm,
carbonite-tie-fighter-233,0.0,0.0,2.0,sage,top,84.68661773009599,lastfm,
grievous-federation-232,0.75,0.5,2.0,sage,top,85.21739130434781,lastfm,
galactic-transport-231,0.5,0.5,2.0,gcn,top,86.47656691134952,lastfm,
scruffy-looking-destroyer-230,0.75,0.25,0.1,gcn,top,86.49915302089215,lastfm,
civilized-womprat-229,0.0,1.0,1.0,sage,top,85.2851496329757,lastfm,
rogue-bothan-228,0.25,0.25,inf,gat,top,84.74308300395258,lastfm,
light-jawa-227,1.0,1.0,1.0,gcn,top,86.54432523997741,lastfm,
hokey-bothan-226,1.0,0.1,2.0,gat,top,83.45002823263692,lastfm,
old-jawa-225,0.25,0.0,inf,sage,top,85.2851496329757,lastfm,
holographic-fleet-224,0.0,0.0,inf,gat,top,85.38114059853191,lastfm,
rogue-force-223,0.75,1.0,1.0,gcn,top,86.54432523997741,lastfm,
mythical-cantina-222,0.0,1.0,inf,sage,top,85.2851496329757,lastfm,
elegant-carrier-221,0.5,1.0,2.0,sage,top,85.2851496329757,lastfm,
mythical-speeder-220,1.0,0.0,2.0,sage,top,84.63015245623941,lastfm,
hokey-republic-219,0.25,1.0,1.0,gat,top,85.25127046866177,lastfm,
scruffy-looking-fleet-218,0.25,0.5,1.0,gcn,top,86.56126482213438,lastfm,
ancient-senate-217,0.0,0.0,1.0,sage,top,83.75494071146244,lastfm,
legendary-speeder-216,0.75,0.0,1.0,gat,top,79.86448334274422,lastfm,
rogue-ewok-215,0.75,1.0,inf,sage,top,85.2851496329757,lastfm,
hokey-cruiser-214,0.75,0.25,inf,gcn,top,86.54432523997741,lastfm,
civilized-shuttle-213,0.25,1.0,2.0,sage,top,85.2851496329757,lastfm,
holographic-carrier-212,0.25,0.25,1.0,gat,top,82.55223037831733,lastfm,
mythical-nerf-herder-211,0.75,0.1,0.1,sage,top,85.86109542631281,lastfm,
sith-podracer-210,0.75,1.0,8.0,gat,top,85.44325239977414,lastfm,
star-trooper-209,0.25,0.0,inf,gcn,top,86.54432523997741,lastfm,
grievous-lightsaber-208,0.5,1.0,2.0,gcn,top,86.54432523997741,lastfm,
stellar-nerf-herder-207,1.0,0.25,2.0,sage,top,85.1270468661773,lastfm,
dark-midichlorian-206,0.75,0.25,0.1,gat,top,83.52907961603614,lastfm,
hokey-trooper-205,0.25,0.1,8.0,gcn,top,86.55561829474874,lastfm,
ancient-tauntaun-204,0.0,0.1,8.0,gat,top,83.33709768492379,lastfm,
civilized-republic-203,0.0,0.25,1.0,gcn,top,86.3975155279503,lastfm,
rogue-lightsaber-202,0.5,0.1,1.0,gcn,top,86.08695652173913,lastfm,
rebel-republic-201,0.0,0.25,1.0,gat,top,83.7888198757764,lastfm,
dark-admiral-200,1.0,0.25,2.0,gcn,top,86.48221343873519,lastfm,
old-xwing-199,0.5,0.5,1.0,sage,top,85.22303783173348,lastfm,
jedi-fighter-198,0.5,0.1,inf,sage,top,85.2851496329757,lastfm,
stellar-parsec-197,1.0,0.1,2.0,gcn,top,86.48221343873519,lastfm,
legendary-womprat-196,0.75,0.25,2.0,gcn,top,86.47656691134952,lastfm,
light-rancor-195,0.0,0.0,inf,gcn,top,86.54432523997741,lastfm,
grievous-nerf-herder-194,0.0,0.0,8.0,gat,top,84.18972332015811,lastfm,
ancient-lightsaber-193,0.75,0.25,8.0,gcn,top,86.51044607566345,lastfm,
rogue-force-192,1.0,1.0,2.0,gat,top,85.18915866741955,lastfm,
sith-admiral-191,1.0,0.5,inf,gcn,top,86.54432523997741,lastfm,
legendary-parsec-190,0.0,0.1,0.1,gat,top,81.93111236589496,lastfm,
elegant-destroyer-189,0.5,0.0,1.0,gat,top,82.51835121400339,lastfm,
jedi-xwing-188,1.0,0.0,8.0,gcn,top,86.44268774703558,lastfm,
carbonite-admiral-187,0.75,0.5,8.0,sage,top,85.1383399209486,lastfm,
legendary-podracer-186,0.25,0.5,0.1,sage,top,84.1784302653868,lastfm,
sith-speeder-185,0.25,0.1,1.0,sage,top,84.66967814793901,lastfm,
rogue-jawa-184,0.5,0.1,1.0,gat,top,83.78317334839073,lastfm,
dark-destroyer-183,0.25,0.25,2.0,sage,top,84.87859966120837,lastfm,
holographic-emperor-182,0.0,0.25,8.0,gat,top,84.22360248447207,lastfm,
elegant-admiral-181,1.0,0.0,2.0,gat,top,82.772444946358,lastfm,
jedi-wookie-180,0.25,0.0,1.0,gat,top,81.84641445511011,lastfm,
elegant-lightsaber-179,1.0,0.25,1.0,sage,top,85.22303783173348,lastfm,
civilized-admiral-178,0.5,1.0,inf,gat,top,84.29136081309994,lastfm,
stellar-transport-177,1.0,0.5,inf,gat,top,83.85657820440429,lastfm,
dark-nerf-herder-176,0.75,1.0,inf,gat,top,84.39864483342743,lastfm,
carbonite-womprat-175,1.0,0.5,8.0,gcn,top,86.51044607566345,lastfm,
stellar-speeder-174,0.25,0.25,8.0,sage,top,84.4325239977414,lastfm,
carbonite-emperor-173,0.75,0.0,1.0,sage,top,83.34839073969509,lastfm,
rogue-master-172,0.5,0.1,0.1,sage,top,83.84528514963299,lastfm,
grievous-council-171,0.0,0.5,inf,gcn,top,86.54432523997741,lastfm,
grievous-womprat-170,0.0,0.0,2.0,gcn,top,85.71428571428571,lastfm,
imperial-shuttle-169,1.0,0.25,0.1,gcn,top,86.51609260304913,lastfm,
tusken-cantina-168,1.0,0.0,0.1,gat,top,78.91022021456804,lastfm,
stellar-carrier-167,1.0,0.1,1.0,gcn,top,86.53867871259175,lastfm,
elegant-tie-fighter-166,0.5,0.5,2.0,sage,top,85.21739130434781,lastfm,
rebel-parsec-165,0.25,0.5,8.0,gat,top,81.30434782608697,lastfm,
legendary-tie-fighter-164,1.0,0.0,1.0,sage,top,83.71541501976284,lastfm,
galactic-bantha-163,0.75,0.0,inf,sage,top,85.2851496329757,lastfm,
forgotten-rancor-162,0.75,0.5,8.0,gat,top,83.50649350649351,lastfm,
forgotten-transport-161,0.0,1.0,0.1,sage,top,85.2851496329757,lastfm,
jedi-jawa-160,1.0,0.5,1.0,gcn,top,86.53867871259175,lastfm,
ancient-tie-fighter-159,0.0,0.1,1.0,sage,top,84.33088650479957,lastfm,
light-cantina-158,0.5,1.0,1.0,gat,top,83.95821569734613,lastfm,
legendary-wookie-157,0.75,0.1,0.1,gat,top,83.95821569734612,lastfm,
star-tauntaun-156,0.75,0.25,8.0,sage,top,85.1383399209486,lastfm,
old-tauntaun-155,1.0,0.25,8.0,sage,top,85.1383399209486,lastfm,
stellar-wookie-154,0.25,1.0,8.0,gat,top,84.92941840767926,lastfm,
holographic-nerf-herder-153,0.25,0.1,0.1,sage,top,83.41050254093732,lastfm,
dark-commander-152,0.25,0.5,8.0,sage,top,84.5906267645398,lastfm,
legendary-fleet-151,0.5,0.25,2.0,sage,top,85.20609824957651,lastfm,
holographic-wars-150,0.0,0.5,1.0,sage,top,84.79390175042349,lastfm,
rebel-speeder-149,0.75,0.25,2.0,gat,top,83.94127611518915,lastfm,
tusken-republic-148,0.25,1.0,0.1,gcn,top,86.54432523997741,lastfm,
scruffy-looking-commander-147,0.75,0.1,0.1,gcn,top,86.43139469226426,lastfm,
rogue-destroyer-146,0.5,0.5,inf,sage,top,85.2851496329757,lastfm,
rogue-wookie-145,0.0,0.1,0.1,sage,top,83.7605872388481,lastfm,
galactic-jawa-144,0.25,0.1,2.0,sage,top,85.44325239977414,lastfm,
mythical-emperor-143,0.0,1.0,1.0,gat,top,84.95765104460757,lastfm,
rebel-womprat-142,0.0,0.5,0.1,gat,top,84.16149068322981,lastfm,
rogue-commander-141,0.5,0.5,inf,gcn,top,86.54432523997741,lastfm,
rebel-nerf-herder-140,0.5,0.25,1.0,gcn,top,86.57255787690569,lastfm,
grievous-parsec-139,1.0,1.0,8.0,sage,top,85.2851496329757,lastfm,
civilized-parsec-138,1.0,0.1,2.0,sage,top,85.1270468661773,lastfm,
light-shuttle-137,0.0,0.5,2.0,sage,top,84.74308300395258,lastfm,
dark-transport-136,1.0,0.5,2.0,gat,top,84.23489553924338,lastfm,
tusken-admiral-135,0.0,0.1,inf,sage,top,85.2851496329757,lastfm,
rebel-podracer-134,0.75,0.25,inf,gat,top,84.22360248447205,lastfm,
tusken-astromech-133,0.0,0.25,inf,gcn,top,86.54432523997741,lastfm,
clone-nerf-herder-132,0.5,0.5,1.0,gcn,top,86.56691134952004,lastfm,
